"area","acc","recall","precision","F1","type_1_error","type_2_error","F1_makro"
0,0.98,0.923076923076923,1,0.96,0,0.0769230769230769,0.973333333333333
1,0.98,1,0.875,0.933333333333333,0.0232558139534884,0,0.973333333333333
2,1,1,1,1,0,0,0.973333333333333
3,1,1,1,1,0,0,0.973333333333333
