country,cell_size,lat_test,lon_test,lon_poi,lat_poi,radius,n,k,algorithm,m,num_rnd_points,randomGenerationModes,degRadius
Croatia,0.1,45.328979,14.457664,13.850165,44.873084,25000,3,10,murmur32,50,10,Uniform,0.1
