"id","num_of_k","size_of_vector","diff","lower_label","higher_label","should_be_zero"
195,13,340,0,0,0,0
196,13,360,1,0,0,1
197,13,380,0,0,0,0
198,13,400,0,0,0,0
199,13,420,1,0,0,1
200,13,440,0,0,0,0
201,13,460,0,0,0,0
202,13,480,0,0,0,0
203,13,500,0,0,0,0
204,13,520,0,0,0,0
205,13,540,0,0,0,0
206,13,560,0,0,0,0
207,13,580,0,0,0,0
208,13,600,0,0,0,0
209,14,300,100,0,0,100
210,14,320,0,0,0,0
211,14,340,0,0,0,0
212,14,360,9,0,0,9
213,14,380,0,0,0,0
214,14,400,0,0,0,0
215,14,420,5,0,0,5
216,14,440,0,0,0,0
217,14,460,0,0,0,0
218,14,480,0,0,0,0
219,14,500,0,0,0,0
220,14,520,0,0,0,0
221,14,540,2,0,0,2
222,14,560,0,0,0,0
223,14,580,0,0,0,0
224,14,600,0,0,0,0
225,15,300,75,0,0,75
226,15,320,0,0,0,0
227,15,340,0,0,0,0
228,15,360,3,0,0,3
229,15,380,0,0,0,0
230,15,400,0,0,0,0
231,15,420,5,0,0,5
232,15,440,0,0,0,0
233,15,460,0,0,0,0
234,15,480,1,0,0,1
235,15,500,0,0,0,0
236,15,520,0,0,0,0
237,15,540,0,0,0,0
238,15,560,0,0,0,0
239,15,580,0,0,0,0
240,15,600,0,0,0,0
241,16,300,15,0,0,15
242,16,320,0,0,0,0
243,16,340,0,0,0,0
244,16,360,9,0,0,9
245,16,380,0,0,0,0
246,16,400,0,0,0,0
247,16,420,0,0,0,0
248,16,440,0,0,0,0
249,16,460,0,0,0,0
250,16,480,0,0,0,0
251,16,500,0,0,0,0
252,16,520,0,0,0,0
253,16,540,1,0,0,1
254,16,560,0,0,0,0
255,16,580,0,0,0,0
256,16,600,0,0,0,0
257,17,300,46,0,0,46
258,17,320,0,0,0,0
259,17,340,0,0,0,0
260,17,360,13,0,0,13
261,17,380,0,0,0,0
262,17,400,0,0,0,0
263,17,420,0,0,0,0
264,17,440,0,0,0,0
265,17,460,0,0,0,0
266,17,480,0,0,0,0
267,17,500,0,0,0,0
268,17,520,0,0,0,0
269,17,540,1,0,0,1
270,17,560,0,0,0,0
271,17,580,0,0,0,0
272,17,600,0,0,0,0
273,18,300,60,0,0,60
274,18,320,0,0,0,0
275,18,340,0,0,0,0
276,18,360,21,0,0,21
277,18,380,0,0,0,0
278,18,400,0,0,0,0
279,18,420,8,0,0,8
280,18,440,0,0,0,0
281,18,460,0,0,0,0
282,18,480,3,0,0,3
283,18,500,0,0,0,0
284,18,520,0,0,0,0
285,18,540,1,0,0,1
286,18,560,0,0,0,0
287,18,580,0,0,0,0
288,18,600,0,0,0,0
289,19,300,64,0,0,64
290,19,320,0,0,0,0
291,19,340,0,0,0,0
292,19,360,27,0,0,27
293,19,380,0,0,0,0
294,19,400,0,0,0,0
295,19,420,4,0,0,4
296,19,440,0,0,0,0
297,19,460,0,0,0,0
298,19,480,0,0,0,0
299,19,500,0,0,0,0
300,19,520,0,0,0,0
301,19,540,1,0,0,1
302,19,560,0,0,0,0
303,19,580,0,0,0,0
304,19,600,1,0,0,1
305,20,300,177,0,0,177
306,20,320,0,0,0,0
307,20,340,0,0,0,0
308,20,360,8,0,0,8
309,20,380,0,0,0,0
310,20,400,0,0,0,0
311,20,420,7,0,0,7
312,20,440,0,0,0,0
313,20,460,0,0,0,0
314,20,480,0,0,0,0
315,20,500,0,0,0,0
316,20,520,0,0,0,0
317,20,540,0,0,0,0
318,20,560,0,0,0,0
319,20,580,0,0,0,0
320,20,600,1,0,0,1
321,21,300,356,0,0,356
322,21,320,0,0,0,0
323,21,340,0,0,0,0
324,21,360,10,0,0,10
325,21,380,0,0,0,0
326,21,400,0,0,0,0
327,21,420,15,0,0,15
328,21,440,0,0,0,0
329,21,460,0,0,0,0
330,21,480,1,0,0,1
331,21,500,0,0,0,0
332,21,520,0,0,0,0
333,21,540,0,0,0,0
334,21,560,0,0,0,0
335,21,580,0,0,0,0
336,21,600,0,0,0,0
337,22,300,45,0,0,45
338,22,320,0,0,0,0
339,22,340,0,0,0,0
340,22,360,33,0,0,33
341,22,380,0,0,0,0
342,22,400,0,0,0,0
343,22,420,0,0,0,0
344,22,440,0,0,0,0
345,22,460,0,0,0,0
346,22,480,1,0,0,1
347,22,500,0,0,0,0
348,22,520,0,0,0,0
349,22,540,1,0,0,1
350,22,560,0,0,0,0
351,22,580,0,0,0,0
352,22,600,0,0,0,0
353,23,300,202,0,0,202
354,23,320,0,0,0,0
355,23,340,0,0,0,0
356,23,360,28,0,0,28
357,23,380,0,0,0,0
358,23,400,0,0,0,0
359,23,420,2,0,0,2
360,23,440,0,0,0,0
361,23,460,0,0,0,0
362,23,480,1,0,0,1
363,23,500,0,0,0,0
364,23,520,0,0,0,0
365,23,540,0,0,0,0
366,23,560,0,0,0,0
367,23,580,0,0,0,0
368,23,600,0,0,0,0
369,24,300,156,0,0,156
370,24,320,0,0,0,0
371,24,340,0,0,0,0
372,24,360,32,0,0,32
373,24,380,0,0,0,0
374,24,400,0,0,0,0
375,24,420,8,0,0,8
376,24,440,0,0,0,0
377,24,460,0,0,0,0
378,24,480,0,0,0,0
379,24,500,0,0,0,0
380,24,520,0,0,0,0
381,24,540,2,0,0,2
382,24,560,0,0,0,0
383,24,580,0,0,0,0
384,24,600,1,0,0,1
385,25,300,250,0,0,250
386,25,320,0,0,0,0
387,25,340,0,0,0,0
388,25,360,54,0,0,54
389,25,380,0,0,0,0
390,25,400,0,0,0,0
391,25,420,22,0,0,22
392,25,440,0,0,0,0
393,25,460,0,0,0,0
394,25,480,6,0,0,6
395,25,500,0,0,0,0
396,25,520,0,0,0,0
397,25,540,2,0,0,2
398,25,560,0,0,0,0
399,25,580,0,0,0,0
400,25,600,0,0,0,0
401,26,300,484,0,0,484
402,26,320,0,0,0,0
403,26,340,0,0,0,0
404,26,360,19,0,0,19
405,26,380,0,0,0,0
406,26,400,0,0,0,0
407,26,420,28,0,0,28
408,26,440,0,0,0,0
409,26,460,0,0,0,0
410,26,480,6,0,0,6
411,26,500,0,0,0,0
412,26,520,0,0,0,0
413,26,540,0,0,0,0
414,26,560,0,0,0,0
415,26,580,0,0,0,0
416,26,600,0,0,0,0
417,27,300,224,0,0,224
418,27,320,0,0,0,0
419,27,340,0,0,0,0
420,27,360,115,0,0,115
421,27,380,0,0,0,0
422,27,400,0,0,0,0
423,27,420,9,0,0,9
424,27,440,0,0,0,0
425,27,460,0,0,0,0
426,27,480,1,0,0,1
427,27,500,0,0,0,0
428,27,520,0,0,0,0
429,27,540,2,0,0,2
430,27,560,0,0,0,0
431,27,580,0,0,0,0
432,27,600,1,0,0,1
433,28,300,134,0,0,134
434,28,320,0,0,0,0
435,28,340,0,0,0,0
436,28,360,132,0,0,132
437,28,380,0,0,0,0
438,28,400,0,0,0,0
439,28,420,27,0,0,27
440,28,440,0,0,0,0
441,28,460,0,0,0,0
442,28,480,2,0,0,2
443,28,500,0,0,0,0
444,28,520,0,0,0,0
445,28,540,5,0,0,5
446,28,560,0,0,0,0
447,28,580,0,0,0,0
448,28,600,0,0,0,0
449,29,300,201,0,0,201
450,29,320,0,0,0,0
451,29,340,0,0,0,0
452,29,360,21,0,0,21
453,29,380,0,0,0,0
454,29,400,0,0,0,0
455,29,420,42,0,0,42
456,29,440,0,0,0,0
457,29,460,0,0,0,0
458,29,480,11,0,0,11
459,29,500,0,0,0,0
460,29,520,0,0,0,0
461,29,540,0,0,0,0
462,29,560,0,0,0,0
463,29,580,0,0,0,0
464,29,600,0,0,0,0
465,30,300,194,0,0,194
466,30,320,0,0,0,0
467,30,340,0,0,0,0
468,30,360,28,0,0,28
469,30,380,0,0,0,0
470,30,400,0,0,0,0
471,30,420,4,0,0,4
472,30,440,0,0,0,0
473,30,460,0,0,0,0
474,30,480,3,0,0,3
475,30,500,0,0,0,0
476,30,520,0,0,0,0
477,30,540,1,0,0,1
478,30,560,0,0,0,0
479,30,580,0,0,0,0
480,30,600,0,0,0,0
