"country","cell_size","lat_test","lon_test","lon_poi","lat_poi","radius","cell_size.1","n","k","algorithm","m","num_rnd_points","randomGenerationModes","degRadius"
"Croatia",0.1,45.328979,14.457664,13.850165,44.873084,25000,0.1,3,10,"murmur32",800,10,"Normal",0.1
